,id,type,n_likes,n_comments
733,734,Sidecar,200.0,3.0
734,735,Sidecar,1922.0,6.0
735,736,Sidecar,1121.0,4.0
736,737,Sidecar,214.0,1.0
737,738,Sidecar,218.0,0.0
738,739,Sidecar,820.0,3.0
739,740,Sidecar,812.0,1.0
740,741,Sidecar,786.0,14.0
741,742,Sidecar,1088.0,15.0
742,743,Sidecar,31962.0,167.0
743,744,Sidecar,294.0,0.0
744,745,Sidecar,1391.0,2.0
745,746,Sidecar,1915.0,16.0
746,747,Sidecar,31287.0,243.0
747,748,Sidecar,6170.0,54.0
748,749,Sidecar,64286.0,218.0
749,750,Sidecar,1895.0,5.0
750,751,Sidecar,866.0,13.0
751,752,Sidecar,492.0,3.0
752,753,Sidecar,9782.0,26.0
753,754,Sidecar,3504.0,12.0
754,755,Sidecar,294.0,0.0
755,756,Sidecar,965.0,31.0
756,757,Sidecar,2144.0,28.0
757,758,Sidecar,544.0,3.0
758,759,Sidecar,7542.0,36.0
759,760,Sidecar,772.0,3.0
760,761,Sidecar,1147.0,13.0
761,762,Sidecar,1502.0,15.0
762,763,Sidecar,801.0,5.0
763,764,Sidecar,667.0,9.0
764,765,Sidecar,575.0,2.0
765,766,Sidecar,21955.0,42.0
766,767,Sidecar,15118.0,43.0
767,768,Sidecar,2255.0,15.0
768,769,Sidecar,26962.0,179.0
769,770,Sidecar,2913.0,26.0
770,771,Sidecar,56076.0,261.0
771,772,Sidecar,1174.0,29.0
772,773,Sidecar,148.0,3.0
773,774,Sidecar,5975.0,234.0
774,775,Sidecar,3129.0,22.0
775,776,Sidecar,713.0,9.0
776,777,Sidecar,19928.0,36.0
777,778,Sidecar,172.0,3.0
778,779,Sidecar,29546.0,233.0
779,780,Sidecar,501.0,13.0
780,781,Sidecar,307.0,21.0
781,782,Sidecar,901.0,18.0
782,783,Sidecar,40.0,1.0
783,784,Sidecar,99.0,3.0
784,785,Sidecar,43.0,0.0
785,786,Sidecar,8194287.0,0.0
786,787,Sidecar,180.0,7.0
787,788,Sidecar,37253.0,285.0
788,789,Sidecar,37.0,0.0
789,790,Sidecar,282.0,13.0
790,791,Sidecar,47.0,0.0
791,792,Sidecar,55.0,1.0
792,793,Sidecar,141.0,1.0
793,794,Sidecar,61069.0,274.0
794,795,Sidecar,36.0,1.0
795,796,Sidecar,123.0,0.0
796,797,Sidecar,49.0,2.0
797,798,Sidecar,95.0,2.0
798,799,Sidecar,54.0,1.0
799,800,Sidecar,41.0,0.0
800,801,Sidecar,20110.0,103.0
801,802,Sidecar,47.0,1.0
802,803,Sidecar,466.0,8.0
803,804,Sidecar,1129.0,26.0
804,805,Sidecar,96.0,1.0
805,806,Sidecar,900.0,9.0
806,807,Sidecar,49334.0,185.0
807,808,Sidecar,39.0,0.0
808,809,Sidecar,4801.0,124.0
809,810,Sidecar,710.0,7.0
810,811,Sidecar,453.0,2.0
811,812,Sidecar,248.0,3.0
812,813,Sidecar,57.0,1.0
813,814,Sidecar,1561.0,26.0
814,815,Sidecar,423.0,3.0
815,816,Sidecar,575.0,3.0
816,817,Sidecar,132.0,3.0
817,818,Sidecar,267.0,2.0
818,819,Sidecar,238.0,2.0
819,820,Sidecar,35.0,0.0
820,821,Sidecar,8761243.0,9924.0
821,822,Sidecar,644.0,2.0
822,823,Sidecar,269.0,1.0
823,824,Sidecar,37544.0,219.0
824,825,Sidecar,92098.0,377.0
825,826,Sidecar,3362.0,6.0
826,827,Sidecar,1515.0,19.0
